,Day,Month,Unnamed: 0,Name,Date,Content,year
4105,27,8,4932,快乐凡尘妈妈,2019年08月27日 15:56  来自 微博 weibo.com,刚  甲减，再    湿气重 有个学中医 朋友  湿气重，周六体检中医一项   湿气重， 中医 这样  中医给 方案其中之一 每天泡脚 泡脚 时候，水 到脚脖子以上四指，可以放一些艾叶什么  还有  吹空调 吃海鲜 还有一些凉性水果等等， 会导致湿气加重 所以 决定明天把,2019
4106,27,8,4933,你棱,2019年08月27日 15:55  来自 🐻🐱iPhone XR,为什么一升温 头顶  空调 坏  热 狗狗吐舌🐶,2019
4107,27,8,4934,咖啡奶茶3221886694,2019年08月27日 15:41  来自 荣耀V20 4800万3D相机,让开空调 居然 男人👨 北京,2019
4108,27,8,4935,恣期,2019年08月27日 15:39  来自 Mac客户端,好热  有空调   断流汗.jpg,2019
4109,27,8,4936,大明二明三明治,2019年08月27日 15:27  来自 iPhone客户端,以后一定 找  爱一直吹空调 人一起生活 整天开空调 家 和 真  吹  浑身难受😣但 又 好意思开口  L大明二明三明治  视频,2019
4110,27,8,4937,伪暴富少女,2019年08月27日 15:17  来自 HUAWEI P30,中午吃螺蛳粉从 点多吃到 点半，现 头发上还隐隐有些螺蛳粉 清香，    空调开 大，怕   旁边人 已经被螺蛳粉味道包围,2019
4111,27,8,4938,是全家的宝贝呀,2019年08月27日 14:50  来自 HUAWEI nova 3i,隔壁楼装修，离得太近超级吵 正好有工作， 家有点烦躁，一早出来做事，像以前上班一样，被老公叫起来，然后快速洗漱好，跟 他一起出门 上午店 超级安静，中午一过 像菜市场  但 至少此起彼伏 谈论声更像 ，比分贝超高 电钻声好太多太多  这几天星巴克,2019
4112,27,8,4939,做装修的张群,2019年08月27日 14:50  来自 HUAWEI P30 Pro,空调遥控器坏 ，  手机派上用场  合肥,2019
4113,27,8,4940,你是我打不倒的热爱-,2019年08月27日 14:48  来自 ☁️☁️iPhone客户端,空调开 冷  肚子好 舒服,2019
4114,27,8,4942,绝不顺延,2019年08月27日 14:16  来自 微博 weibo.com,好热呀好热呀，每天  靠心静自然凉安慰自己，只   动，  会产生热量， 产生热量   热， 热   会烦， 烦  会想发脾气，淡定淡定， ，热死 ，还有完没完 ，重庆 夏天  常驻吗，一天天热  死，还   人活 ，烦躁，想骂,2019
4115,27,8,4943,农历十一月廿三,2019年08月27日 13:39  来自 iPhone客户端,总 坐   空调风口 卑微小林希望下   再   对 风口吹,2019
4116,15,9,4944,颈椎腰椎-脊椎,2019年09月15日 22:09  来自 iPhone客户端,空调吹 颈椎病犯 ，有什么办法吗？天气炎热许多 司和家庭开始使用空调，许多颈椎病会感觉很痛苦，因为开 空调，脖子受 凉气 会加重症状，让他们苦 堪言，有人总结觉得颈椎病  开空调吹出来 ，颈椎病 脖子受到所谓 寒湿侵蚀 结果，其实空调只 诱发颈椎病  外因，经验告诉,2019
4117,15,9,4945,奥哈卡分解,2019年09月15日 19:54  来自 微博 weibo.com,空调， 度嫌冷， 度嫌热，让人抓狂,2019
4118,15,9,4946,春眠不觉iy,2019年09月15日 18:36  来自 微博轻享版,太难  没有空调  坐 一下午 决定吃个原味鸡犒劳自己,2019
4119,15,9,4947,Carol栗栗子,2019年09月15日 18:07  来自 iPhone客户端,周末  空调好冷惹{{(>_<)}},2019
4120,15,9,4949,认真写作业的孩子,2019年09月15日 17:42  来自 iPhone客户端,隔壁商场 厕所 比 们 好， 仅有空调，还有音乐  只有烦死人 工作，还没空调,2019
4121,15,9,4950,负能量发散机器,2019年09月15日 17:01  来自 微博 weibo.com,没空调真      命 谋财害命 妈,2019
4122,15,9,4951,裘千英里,2019年09月15日 17:00  来自 iPhone客户端,节假 上班真 好水 ，上午八点半到 因为没带钥匙 楼梯间坐到十点多才来同事开门，然后十一点回去买菜做饭，下午睡到三点半又从家 开车来上班，结果 又进 去，只好呆 楼下车上吹空调 L裘千英   视频,2019
4123,15,9,4952,口天吴why,2019年09月15日 16:54  来自 iPhone客户端,外面有一丝凉意， 空调打起 度有点闷热,2019
4124,15,9,4953,Yong大铭,2019年09月15日 15:45  来自 iPhone客户端,吹空调睡 一午觉， 感冒 😷， 秋 杭州·浙江理工大学下沙校区,2019
4125,15,9,4954,GiraffeLychee,2019年09月15日 15:42  来自 微博Win8客户端,好佩服自己   备课 紧张又刺激地 受 空调,2019
4126,15,9,4955,小汤饿了吃困了睡,2019年09月15日 15:33  来自 吴宣仪的仪圆,没有空调 加班没有灵魂，福州这天气，下午  内根本坐 住， 只能坐 门外 走廊透透气,2019
